text,category
"Subject: re : elders
class party
capture the flag
date : friday , oct . 26 th
time : 6 : 30 p . m . - ?
location : angie ' s parent ' s land ( 30202 dobbin huffsmith ,
magnolia 77354 )
cost : $ 3 per couple ( pitch in when you get there )
food : frito pie and hot dogs ( feel free to bring any
extra snacks )
attire : all dark clothes from head to toe ; definently not a fashion
show
bring : ( opt . ) lawn chair , bug spray
contact : bob and angie burgess @ 281 - 296 - 0182 cell
281 - 788 - 6353
( john & opal singletary @ 281 - 356 - 2692 )
instead of going to the haunted house , we decided to do something where
everyone could be involved . the weather is going to nice and cool , so the
plan is to have a fire , eat and then play "" capture the flag "" . we will
divide into two teams and then each team hides their opponents flag
somewhere on their side . the goal of the game is to find your team ' s flag
and bring it safely back to your side . of course , it will be dark and you
have to be sneaky , because if you get caught on your opponent ' s side , then
you have to wait until you are freed . it is a very fun game , but even more
entertaining will be to see different sides of people ' s personalities . if
you aren ' t up to playing the game , then please feel free to hang out around
the fire and just yack for hours .
general location : north of 2920 , between stuebner airline and
tomball
starting point : stuebner airline and 2920
directions : go west on 2920 , towards tomball
go north on 2978 , which is at a light , gas stations
on both sides
( if you ' ve gone into town , then you ' ve
missed it . )
drive several miles and take a left at the 3 rd
stoplight , which is
hardin store road ( there is a big horse
statue at this corner )
go about one mile and take a right at first
stoplight , which is
dobbin huffsmith .
go about two miles , as soon as you pass two
convenience stores ,
my parent ' s house will be about the 5 th
driveway on the right .
the address is on the mailbox - 30202 dobbin
huffsmith .
pull in their first driveway and drive back through
the first gate
and park by the barn . you ' ll see us .
starting point : 249 and 2920
directions : go north on 249 towards magnolia .
after you pass a long bridge , take a right on
"" stagecoach "" , which is at a light . this road
will automatically turn into hardin store
road . stay on this road for several miles .
take a left on "" dobbin huffsmith "" , which is at a
light .
go about two miles , as soon as you pass two
convenience stores ,
my parent ' s house will be about the 5 th
driveway on the right .
the address is on the mailbox - 30202 dobbin
huffsmith .
pull in their first driveway and drive back through
the first gate
and park by the barn . you ' ll see us .
if you are coming from the woodlands , call me and i will give you directions
for a shorter way .
you may want to go to www . mapquest . com and find the location via their
website .
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
bob burgess
talon consulting , inc .
713 - 394 - 2259
= = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ? easy unsubscribe click here : http : / / topica . com / u / ? a 84 vnf . a 9 ivhm ? or send an email to : brcc . yf - unsubscribe @ topica . com ? this email was sent to : dfarmer @ enron . com ? ? t o p i c a - - register now to manage your mail ! ? http : / / www . topica . com / partner / tago 2 / register ? = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =",safe
"Subject: buyback / deficiency deals worksheet
please make the following changes and redistribute your worksheet . thanks
!
1 ) . please update equistar "" swing "" sitara ticket # as : 156337 . equistar
"" sale "" should reflect
"" various "" due to the different deals associated with this
counterparty .
2 ) . valero marketing & supply "" undertake "" sitara ticket # ' s are as follows :
mtr . 981394 . . . . 148396
mtr . 988018 . . . . 148381
mtr . 981233 . . . . 148388
3 ) . valero marketing & supply "" swing "" sitara ticket # ' s are as follows :
mtr . 981394 . . . . . . 148391
mtr . 988018 . . . . . . 148382
mtr . 981233 . . . . . . 148386",safe
"Subject: enron / hpl actuals for 10 / 17 / 00
october 17 , 2000
teco tap 30 . 000 / enron ; 103 . 333 / hpl gas daily",safe
"Subject: sea robin changes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 09 / 2000
10 : 39 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 09 / 2000 10 : 42 : 30 am
to : ,
cc :
subject : sea robin changes
the previous e - mail shoud have shown the 11 changes to be effective monday ,
june 12 , . 2000 . i will correct the date and resend the changes .
steve",safe
"Subject: re : new production - sitara deals needed
vance ,
deal # 348760 has been created and entered in sitara for winn exploration .
bob
vance l taylor
07 / 28 / 2000 01 : 24 pm
to : robert cotten / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect , heidi
withers / hou / ect @ ect , hillary mack / corp / enron @ enron , susan smith / hou / ect @ ect ,
donald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : new production - sitara deals needed
bob ,
the following production is now on - line and a ticket should be created and
entered into sitara based on the following :
counterparty meter volumes price period
hesco gathering oil co 9835 600 mmbtu / d 96 % gas daily less $ 0 . 14
6 / 10 - 7 / 31
samson lone star limited 9845 3000 mmbtu / d 100 % gas daily less $ 0 . 10 7 / 21 -
7 / 31
winn exploration co . , inc . 9847 800 mmbtu / d 100 % gas daily less $ 0 . 13 7 / 25
- 7 / 31
( for fuel use less 3 . 35 % of del vols )
fyi , susan has created and submitted committed reserves firm tickets for the
remaining term of the deal beginning with the month of august . additionally ,
these are producer svcs . deals and should be tracked in the im wellhead
portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353",safe
"Subject: capacity
these may help w / the stuff you ' re working on for redmond",safe
"Subject: neither ena / rac / egf employees nor family members or others living in their
household or financially dependent on the ena / rac / egf employee may purchase
or sell securities of any entity ( or derivatives thereof ) listed on the
restricted list for your or their personal or related accounts or recommend
the purchase or sale of such securities to any person , except with the prior
approval of the compliance department in consultation with the ena legal
department .
in addition to the trading restrictions above , should you at any time possess
non - public material information about any public company , you , your family
members and anybody that is financially dependent on you , are restricted from
trading in that issue , and you may not disclose the non - public material
information to anyone that does not have a business need to know .
company name stock symbol
3 tec energy corp . tten
adrian resources adrrf
beau canada exploration ltd bau cn
belco oil & gas corporation bog
bonus resource services corp bou
brigsafe exploration bexp
canfibre group ltd . cfgl
carrizo oil & gas inc . crzo
costilla energy cose
crown energy croe
cynet , inc . cyne
cypress energy cyz
esenjay exploration esnj
firstworld communications inc . fwis
hanover compressor co . hc
ice drilling enterprises inc . idf
industrial holdings , inc . ihii
inland resources , inc . inln
kafus environmental industries , inc . ks
nakornthai strip mill public co ltd nsm set
paladin resources plc plr ld
paradigm geophysical pgeof
place resources , inc . plg cn
quanta services inc . pwr
queen sand resources , inc . qsri
quicksilver resources inc . kwk
saxon petroleum , inc . sxn cn
southwest royalties swroy
startech seh cn
syntroleum corp . synm
tejon ranch corp . trc
tetonka drilling tdi
titan exploration texp
transcoastal marine services , inc . tcms
the restricted list is solely for the internal use of ena / rac / egf . no one
may engage in discussions regarding whether a security is or is not on the
restricted list with persons outside ena / rac / egf without specific clearance
from the compliance department in consultation with the ena legal department .
in addition to the above , you are reminded that pursuant to enron corp . ' s
risk management policy ( "" policy "" ) , no ena / rac / egf employee may engage in the
trading of any "" position "" ( "" position "" means any commodity , financial
instrument , security , equity , financial asset or liability that are
authorized for trading in
the
policy for the benefit of any party other than ena / rac / egf , whether for
his / her own account or the account of any third party , where such position
relates to ( i ) any commodity , financial instrument , security , equity ,
financial asset or liability which falls within such employee ' s
responsibility at ena / rac / egf or ( ii ) any energy commodity .
the prohibitions listed above do not replace or modify the policies set forth
in ena ' s policies and procedures regarding confidential information and
securities trading , enron corp . ' s risk management policy , or enron corp . ' s
conduct of business affairs . should you have any questions regarding the
above , please contact me at ext . 31939 .",safe
"Subject: mips
cheryl jones has just left me a message letting me know that their
programmers are working on a fix to the problem as we speak . cheryl is
postponing our meeting for tomorrow till she has more information from the
programmers . mike , cheryl said her boss ( gary anderson ) has sent you a
response to your concerns about this same problem could you let us all know
what his response is . in the mean time , george could you give us a list of
the known meters that were having this problem with so i can give it to
cheryl , and i ' ll try to get some kind of time frame from cheryl as to when
we can expect to hear something back from them . thanks to all .",safe
"Subject: tenaska iv
darren :
i have some updates for tenaska iv . let me know if you have any questions .
prod . deal change
11 / 00 529856 change $ 407 , 547 . 02 to $ 540 , 089 . 00 ( to pay tenaska iv for intercompany sale )
9 / 01 384258 change $ 2 , 861 , 611 . 00 to $ 2 , 846 , 818 . 24 ( adjust for actual tport )
10 / 01 384258 zero out price , add demand fee for $ 3 , 216 , 762 . 50
thanks ,
megan",safe
"Subject: kinder morgan net out for 2 / 15 @ aquila header meter # 11230 & hpl
meter 980072
please make a note that on 2 / 15 at aquila header ( wgr pipe in system ) meter
# 11230 & hpl / aquila hdr meter # 980072 , that there is a net out of purchase
deal 626230 & sale to kinder morgan deal 626231 for a volume 29310 .
let me know if you have any questions .
thanks ,
mark
x 33396",safe
"Subject: new pooling point # 7342
the new pooling point will be handled by robert lloyd , with jackie young as
his backup .
please call either of them with any updates . thanks , pat",safe
"Subject: class confirmation - stacey neuweiler
stacey neuweiler is enrolled in communicating effectively
class days and times :
03 / 02 / 2001 01 : 00 : 00 pm - 05 : 00 : 00 pm
participant fee : $ 300 . 00
thank you for your support in providing quality and cost effective
development opportunites at enron .
your company and rc will be charged $ 300 . 00
if you have any questions , please call the development center team at
713 - 853 - 0357 .
thank you .",safe
"Subject: refill order verification
% rnd _ alt % rnd _ alt % rnd _ alt
buy from the best online store !
% rnd _ alt % rnd _ alt % rnd _ alt
",scam
"Subject: re : your app response sun , 10 oct 2004 02 : 19 : 31 - 0600
broker id : # 5
your mtg process is almost complete . a new rate has been confirmed
by our company , starting at 3 . 95 % fixed .
follow the link below to finish - up business on our secure site . it will only take one minute to complete .
please remember there is no cost for this service . our lenders will do all of the work for you to save .
thank you .
is it that easy ? you bet !
to be taken off future : http : / / neededformore . com / prime / stprt /
usa lenders network
box 40937
bedford , nova scotia ,
canada , b 4 a 3 z 2
groundwork erudition snare barrel adenoma unify",scam
"Subject: panenergy marketing march 2000 production
deal # 157288
per our conversation yesterday afternoon , pls . separate the centena term deal
from the spot deal in sitara for march 2000 production .
also , i need to have the price for the east texas redelivery changed in
sitara from hs index $ - . 085 to hs index $ - . 0825 . this is per the contract
the price for this redelivery point .
thanks
katherine
5 - 8643",safe
"Subject: re : transport flash for feb 00
heidi , yes let ' s check the rates on the transport usage tickets . daren , is
supportive of this decision . thanks , mary
enron north america corp .
from : heidi withers 03 / 02 / 2000 03 : 53 pm
to : mary m smith / hou / ect @ ect
cc :
subject : re : transport flash for feb 00
the rates are in the system correctly in unify ( so that we can invoice
correctly ) , but daren ' s group uses a sitara deal ( the transport usage
tickets ) to estimate desk transport in the p & l during the month . right now
we have not entered in or corrected rates in their transport usage tickets .
our group has not taken that step , since we have been most concerned with
settling the g / l ( after the month is over ) . by not having the right rates on
the transport usage tickets , the risk is that the p & l will be off during the
month . would we change process and let daren set up the transport usage
ticket and then have us enter the rate ? if so , we would need to change the
process with his group to put us in the process so that we can enter the
correct rate . please let me know what you want to do .
mary m smith
03 / 02 / 2000 03 : 14 pm
to : heidi withers / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect
subject : re : transport flash for feb 00
heidi , we need to ensure the rates are correct on all meters ( hplc / ena for
texas ) and that the rates are in the right system .
enron north america corp .
from : heidi withers 03 / 02 / 2000 10 : 34 am
to : mary m smith / hou / ect @ ect
cc :
subject : transport flash for feb 00
fyi . . . the economics group publishes this report every month to show how much
the marketing desk spent in transport . they can get their expense numbers
either from their estimate ( from cpr ) or from unify , where we put the rates
in .
one potential enhancement would be that in addition to managing rates for the
transport capacity tickets , we set up the rates for the transport usage
tickets . i am going through the transport usage tickets for february right
now ( as part of the market meter study ) and i see some rates i don ' t tie back
to lauri ' s matrix . for example , lauri ' s matrix shows 0 . 05 from thompsonville
to hsc , but the transport usage ticket ( updated by daren ' s group ) has 0 . 055 .
this means the economic estimate can be off . let me know what you want to do
with this .
- - - - - - - - - - - - - - - - - - - - - - forwarded by heidi withers / hou / ect on 03 / 02 / 2000 10 : 31
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bryan hull
03 / 02 / 2000 10 : 28 am
to : brenda f herod / hou / ect @ ect , david baumbach / hou / ect @ ect , michael
walters / hou / ect @ ect , jackie nelson / hou / ect @ ect , heidi withers / hou / ect @ ect
cc :
subject : transport flash for feb 00
the spreadsheet is updated for february . if you have any questions feel free
to call .
bryan
3 - 9195",safe
